config_id,basin_en,basin_cn,season,block_count,correlation_method,deseason_method,lag_days,observed_correlation,bootstrap_correlation_median,bootstrap_correlation_ci025,bootstrap_correlation_ci975,bootstrap_reps
full2020_month_median_spearman,Changjiang,昌江,Autumn,15,spearman,month_median,18,0.1347373039,0.1294291019,0.04926273972,0.2117708921,2000
full2020_month_median_spearman,Changjiang,昌江,Autumn,15,spearman,month_median,19,0.1448472811,0.1400332153,0.06267949939,0.2252778262,2000
full2020_month_median_spearman,Changjiang,昌江,Autumn,15,spearman,month_median,20,0.1440099979,0.137870729,0.05933310464,0.2312214971,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,0,0.1907716067,0.1872062981,0.1153108254,0.2543289363,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,1,0.3325306508,0.3318333924,0.2546704412,0.4026216567,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,2,0.3487680163,0.3482294679,0.2761794627,0.4110138416,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,3,0.3146243414,0.3139323592,0.253685236,0.3660476804,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,4,0.2640738475,0.2617004514,0.2054687291,0.3156259954,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,5,0.2198051874,0.2174537778,0.1518985927,0.280570209,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,6,0.1719937762,0.1689641476,0.09365125746,0.2330552936,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,7,0.1525527107,0.1490210146,0.07176329195,0.2124845535,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,8,0.1567675172,0.1523084939,0.08280186355,0.2107076198,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,9,0.1637276061,0.1600244045,0.1000877097,0.209607169,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,10,0.1584197574,0.1537705511,0.09702169895,0.20710361,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,11,0.1355050115,0.1304882169,0.07511878014,0.1851627976,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,12,0.1021417375,0.09755540639,0.03203345463,0.1629788578,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,13,0.08824974863,0.08377942443,0.007011450827,0.1570553184,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,14,0.07730324518,0.07259386778,-0.004507686477,0.1428340971,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,15,0.0723514304,0.06880814582,-0.008613863029,0.1405517757,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,16,0.06473413711,0.06062065437,-0.01998881251,0.1352124214,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,17,0.06210092931,0.05810131505,-0.008766103536,0.1247529685,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,18,0.04811637969,0.04268024117,-0.02125119977,0.1119149029,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,19,0.03681358082,0.03116349503,-0.0360612534,0.09947954118,2000
full2020_month_median_spearman,Changjiang,昌江,Spring,15,spearman,month_median,20,0.06032972387,0.0559502393,-0.02058450133,0.1350983679,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,0,0.3291184304,0.3281702995,0.2673693001,0.3848287463,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,1,0.4921754178,0.4922599792,0.4403857291,0.5416924953,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,2,0.5084283134,0.5083745718,0.4623087645,0.5536901951,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,3,0.429228194,0.4294931293,0.3732658327,0.4850462079,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,4,0.3634904817,0.3628827333,0.3097826242,0.4153763056,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,5,0.2918003873,0.291465342,0.2327950299,0.3515145183,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,6,0.2323990123,0.2319948375,0.1584264636,0.3052885234,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,7,0.1928732609,0.1925764084,0.1134335846,0.2713785172,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,8,0.1668821896,0.1652145684,0.08778070658,0.2412562668,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,9,0.1489526725,0.1463194788,0.08492197841,0.2106226534,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,10,0.1317688453,0.1292151064,0.07201389223,0.1955294013,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,11,0.1126182255,0.1100496203,0.04759498686,0.1771677136,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,12,0.09038662112,0.08800780028,0.0190347638,0.1581031978,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,13,0.05466974194,0.05121635646,-0.02539965324,0.1287383437,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,14,0.03224684949,0.02974272519,-0.04197828844,0.09723815322,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,15,0.04644293917,0.04271201044,-0.03215795383,0.1147610843,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,16,0.03765420144,0.03465828672,-0.03325916454,0.101192154,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,17,0.01407510051,0.01068817265,-0.06100435555,0.08641220629,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,18,-0.008158589337,-0.01014925726,-0.08357507735,0.06112970412,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,19,-0.01616642416,-0.01794444025,-0.09336074442,0.05084727705,2000
full2020_month_median_spearman,Changjiang,昌江,Summer,15,spearman,month_median,20,-0.0187637812,-0.02128017321,-0.09799994528,0.05717974901,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,0,0.237039646,0.2386431843,0.1565380692,0.322545886,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,1,0.2859356075,0.2883310914,0.2113677859,0.3717346787,2000
