config_id,basin_en,basin_cn,season,block_count,correlation_method,deseason_method,search_max_lag_days,lag_days,probability,bootstrap_reps,scenario_id,scenario_label
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,10,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,14,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Fuhe,抚河,All,14,spearman,month_median,15,15,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,0,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,1,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,2,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,3,0.002,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,4,0.539,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,5,0.456,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,6,0.003,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,7,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,8,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,9,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,10,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,14,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Ganjiang,赣江,All,14,spearman,month_median,15,15,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,0,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,1,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,2,1,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,3,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,4,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,5,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,6,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,7,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,8,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,9,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,10,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,14,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Le'anhe,乐安河,All,14,spearman,month_median,15,15,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,0,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,1,0.992,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,2,0.008,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,3,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,4,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,5,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,6,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,7,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,8,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,9,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,10,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,14,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Liaohe,潦河,All,14,spearman,month_median,15,15,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,0,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,1,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,2,1,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,3,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,4,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,5,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,6,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,7,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,8,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,9,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,10,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,14,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xinjiang,信江,All,14,spearman,month_median,15,15,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,0,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,1,0.0005,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,2,0.0025,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,3,0.105,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,4,0.061,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,5,0.0335,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,6,0.0055,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,7,0.408,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,8,0.35,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,9,0.004,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,10,0.026,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,11,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,12,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,13,0,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,14,0.0025,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
main_month_median_spearman,Xiushui,修水,All,14,spearman,month_median,15,15,0.0015,2000,baseline,基准：2006-2019月份中位数异常Spearman，0-15天
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,1,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,2,1,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,3,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,4,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,5,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,6,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,7,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Changjiang,昌江,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,1,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,2,0.998,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,3,0.002,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,4,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,5,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,6,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,7,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,1,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,2,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,3,0.0045,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,4,0.4615,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,5,0.5275,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,6,0.006,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,7,0.0005,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Ganjiang,赣江,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,1,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,2,1,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,3,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,4,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,5,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,6,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,7,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Le'anhe,乐安河,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,1,0.9545,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,2,0.0455,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,3,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,4,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,5,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,6,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,7,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Liaohe,潦河,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,1,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,2,1,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,3,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,4,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,5,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,6,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,7,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,8,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,9,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,10,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,11,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,12,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,13,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,14,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xinjiang,信江,All,15,spearman,month_median,15,15,0,2000,include_2020,加入2020年共同降水序列
full2020_month_median_spearman,Xiushui,修水,All,15,spearman,month_median,15,0,0,2000,include_2020,加入2020年共同降水序列
